# From MPO263352
86047 1999 OY3,e,24.2785,301.8740,303.9417,43.68893,0.0034131,0.16871945,60.3869,05/23.0/2014,2000,H 6.8,0.15
# From MPO253869
86177 1999 RY215,e,22.2131,326.6596,51.5276,45.18242,0.0032453,0.23642358,344.3053,05/23.0/2014,2000,H 7.1,0.15
# From MPO157286
87269 2000 OO67,e,20.0720,142.3901,212.5007,563.4329,0.0000737,0.96310002,0.2441,05/23.0/2014,2000,H 9.2,0.15
# From MPO164103
87555 2000 QB243,e,6.7927,330.2032,284.2634,34.78258,0.0048046,0.56167560,38.8181,05/23.0/2014,2000,H 8.3,0.15
# From MPO157286
88267 2001 KE76,e,0.4960,113.2600,32.3371,42.89729,0.0035080,0.02711787,106.0527,05/23.0/2014,2000,H 7.2,0.15
# From MPO186592
88268 2001 KK76,e,1.8880,86.9619,237.0909,42.37092,0.0035736,0.01418477,302.3248,05/23.0/2014,2000,H 6.3,0.15
# From MPO157286
88269 2001 KF77,e,4.3583,14.5847,266.2095,25.91143,0.0074725,0.23648406,351.8071,05/23.0/2014,2000,H 9.5,0.15
# From MPO253880
88611 Teharonhiawako,e,2.5870,304.8357,233.3765,43.89261,0.0033894,0.02985548,159.6605,05/23.0/2014,2000,H 5.8,0.15
# From MPO244863
90377 Sedna,e,11.9286,144.5319,311.1831,532.7838,0.0000801,0.85709729,358.1953,05/23.0/2014,2000,H 1.5,0.15
# From MPO291046
90482 Orcus,e,20.5478,268.4515,73.5563,39.43867,0.0039794,0.21916201,171.5607,05/23.0/2014,2000,H 2.2,0.15
# From MPO202319
90568 2004 GV9,e,22.0097,250.5613,291.3038,42.00011,0.0036210,0.07890775,34.3336,05/23.0/2014,2000,H 4.0,0.15
# From MPO186595
91133 1998 HK151,e,5.9433,50.2446,180.2821,39.26579,0.0040057,0.22718505,23.0886,05/23.0/2014,2000,H 7.6,0.15
# From MPO157287
91205 1998 US43,e,10.5995,223.8366,142.8092,39.43412,0.0039801,0.13265526,55.4094,05/23.0/2014,2000,H 8.0,0.15
# From MPO157287
91554 1999 RZ215,e,25.5404,341.6715,335.6678,101.0635,0.0009701,0.69353605,5.5311,05/23.0/2014,2000,H 7.9,0.15
# From MPO157288
95625 2002 GX32,e,13.9374,28.1576,185.5128,53.01482,0.0025533,0.37621511,16.3581,05/23.0/2014,2000,H 7.4,0.15
# From MPO291069
95626 2002 GZ32,e,15.0351,107.2218,155.0139,23.05164,0.0089054,0.21856025,343.2409,05/23.0/2014,2000,H 7.0,0.15
# From MPO280572
118228 1996 TQ66,e,14.6729,10.7771,21.1386,39.55361,0.0039621,0.12410771,21.0710,05/23.0/2014,2000,H 7.1,0.15
# From MPO 87914
118378 1999 HT11,e,5.0584,87.8607,187.9312,43.74071,0.0034070,0.11196972,320.3386,05/23.0/2014,2000,H 7.4,0.15
# From MPO 87914
118379 1999 HC12,e,15.3567,57.0242,95.1081,45.31096,0.0032315,0.23619939,61.5487,05/23.0/2014,2000,H 7.6,0.15
# From MPO157301
118698 2000 OY51,e,11.2337,285.0861,82.9396,43.45712,0.0034404,0.23051503,324.1844,05/23.0/2014,2000,H 8.2,0.15
# From MPO157301
118702 2000 OM67,e,23.3940,327.1625,348.7408,97.78909,0.0010192,0.59889114,9.4504,05/23.0/2014,2000,H 6.8,0.15
# From MPO 88168
119066 2001 KJ76,e,6.7359,47.6741,272.6491,43.55976,0.0034283,0.07667842,306.0710,05/23.0/2014,2000,H 6.8,0.15
# From MPO157301
119067 2001 KP76,e,7.2060,42.8099,304.6855,43.42494,0.0034443,0.18751873,292.3284,05/23.0/2014,2000,H 6.6,0.15
# From MPO 88168
119068 2001 KC77,e,12.9127,57.8470,179.6316,54.94000,0.0024203,0.35591399,12.1602,05/23.0/2014,2000,H 6.7,0.15
# From MPO186631
119069 2001 KN77,e,2.3595,45.3544,280.7428,39.02236,0.0040433,0.23843262,314.4123,05/23.0/2014,2000,H 7.1,0.15
# From MPO 88168
119070 2001 KP77,e,3.3135,21.9536,217.3685,43.56111,0.0034281,0.17378406,16.3350,05/23.0/2014,2000,H 7.0,0.15
# From MPO157301
119315 2001 SQ73,e,17.4348,16.2736,304.8215,17.50402,0.0134585,0.17337548,104.3075,05/23.0/2014,2000,H 9.6,0.15
# From MPO 88324
119473 2001 UO18,e,3.6680,36.4075,47.5427,39.81373,0.0039233,0.29034311,340.1396,05/23.0/2014,2000,H 7.1,0.15
# From MPO235196
119878 2002 CY224,e,15.7007,316.9993,151.8735,54.35889,0.0024592,0.35110099,20.8758,05/23.0/2014,2000,H 6.1,0.15
# From MPO131743
119951 2002 KX14,e,0.4058,286.4748,76.7247,38.71716,0.0040912,0.04346857,254.1090,05/23.0/2014,2000,H 4.4,0.15
# From MPO157301
119956 2002 PA149,e,4.0510,105.6685,152.4924,43.51389,0.0034337,0.17272969,83.4873,05/23.0/2014,2000,H 6.1,0.15
# From MPO157301
119976 2002 VR130,e,3.5231,181.8867,219.2379,24.07784,0.0083421,0.38685898,26.8433,05/23.0/2014,2000,H11.0,0.15
# From MPO245016
119979 2002 WC19,e,9.1674,109.7773,43.5109,48.19071,0.0029462,0.26546694,314.9144,05/23.0/2014,2000,H 4.9,0.15
# From MPO198803
120061 2003 CO1,e,19.7596,78.4775,116.0804,20.70997,0.0104577,0.47351404,29.5201,05/23.0/2014,2000,H 8.9,0.15
# From MPO229635
120132 2003 FY128,e,11.7598,341.6925,174.4992,49.60795,0.0028208,0.25403529,27.1722,05/23.0/2014,2000,H 4.9,0.15
# From MPO276238
120178 2003 OP32,e,27.1871,182.9708,67.4118,43.05255,0.0034890,0.10430454,69.6024,05/23.0/2014,2000,H 3.6,0.15
# From MPO202326
120181 2003 UR292,e,2.7194,146.5136,248.9867,32.41653,0.0053402,0.17421695,3.1805,05/23.0/2014,2000,H 7.3,0.15
# From MPO181563
120216 2004 EW95,e,29.2734,25.7255,204.1948,39.44083,0.0039791,0.31596078,354.5982,05/23.0/2014,2000,H 6.7,0.15
# From MPO186633
